,index,walk_id,title,summary,lat,lng
3958,3958,349,Chandler oak,"William Chandler planted an acorn beside Dobsons Creek in 1875 to mark the birth of his son, Archibald. Dobsons Creek has the highest ecological values of any City of Knox waterway. ",-37.85527082,145.32302856
3959,3959,349,The Basin Theatre,"Edna Chandler, wife of William Chandler’s grand-son Fergus, founded The Basin Theatre in 1954. The Chandler family  
donated land for the building in 1973.",-37.85269556,145.33118248
3960,3960,349,Dandenong Creek,"Dandenong Creek is of significance to the Aboriginal people as marking a ‘song-line’ placed by their creator spirit,    Bunjil. The creek crossing is a good spot for sighting wild-life.",-37.84862918,145.34624577
3961,3961,349,The Stables,"The former stables were located below the main homestead. A small tramway used to transport construction materials from the valley for the house terminated here.
",-37.84649424,145.34392834
3962,3962,349,Doongalla Homestead,"Doongalla homestead was constructed in 1892 by Sir Matthew Davies, a well known land speculator in the 1880s land boom, who named the property ‘Invermay'. The house burned down in 1932. ",-37.84554536,145.34495831
3963,3963,350,Footbridge,An easy walk with well formed tracks.,-37.9828881,146.78138219
3964,3964,350,Heyfield,"At then end of your walk, check out  the country town of Heyfield - well worth a visit.",-37.98430941,146.78063328
3965,3965,350,Heyfield Wetlands Information Centre,The Wetlands Information Centre is the home of the Neville-Smith Timber Industries display and has a wide range of souvenirs.,-37.98424837,146.78045391
3966,3966,350,Beautiful wetlands,"Once the site of the Heyfield racecourse, the Wetlands are now the home to a number of different species of bird and animal life.",-37.98317156,146.78132396
3967,3967,351,Penrose Promenade Community Centre,"A fabulous community hub with excellent facilities and activities. Art and educational courses of children, tai-chi, music, cooking, cultural meet-ups.
Weekly walking group on Wednesdays 11.30am.",-37.83772235,144.67569256
3968,3968,351,Goddard Street Sports Ground,"Complete with BBQ, seats, shelter, a much loved and much used playground, sports oval and facilities. Busy on weekends!",-37.83813005,144.67601744
3969,3969,351,Camelot Drive Park,"This park has a playground, seats and shelter.",-37.84088598,144.67573467
3970,3970,351,View from shelter,A pretty good view of the trees from here!,-37.84108652,144.67599557
3971,3971,351,Wetland views,The wetlands are an important habitat for birds and other wildlife. Plus it's a lovely place for a walk!,-37.84226311,144.6779246
3972,3972,351,Outdoor gym,There are several pieces of outdoor gym equipment dotted around the wetland.,-37.84614813,144.68604242
3973,3973,351,Derrimut Road,A bright little spot to have a seat if you need to take a rest.,-37.84613411,144.68844426
3974,3974,351,Which birds can you spot?,"Pelicans and ducks are regular visitors. You may spot cormorants and purple swamp hens too. Want to identify the birds you see? Check out this app (iPhone), also available for Android.",-37.84472317,144.68432637
3975,3975,351,Seats and shelter,"There are seats along the wetland, and shade. Very useful!",-37.84434347,144.68418985
3976,3976,351,"BBQ, seats and shelter",Bring along a picnic or sausages for a BBQ. The park is good spot to meet your friends and neighbours too.,-37.84269807,144.68424469
3977,3977,351,Meeree Reserve,"This reserve has a playground, BBQ, seats and shelter. There's plenty of space for ball games, kite flying and general lounging or running around. Meeree means sun in the local Aboriginal language.",-37.84134008,144.68445739
3978,3978,352,Red Sand Garden,The Red Sand Garden is the first sight just outside the Visitor Centre,-38.13032105,145.26953009
3979,3979,352,Rockpool Waterway,The Rockpool Waterway is the only place that paddling is allowed.,-38.13014396,145.27017392
3980,3980,352,Waterhole Bridge,Waterhole Bridge is at the end of the Rockpool Waterway,-38.12925509,145.27064067
3981,3981,352,Serpentine Path,The Serpentine Path leads into the Arid Garden or up Gibson Hill,-38.12906943,145.27019145
3982,3982,352,Arid Garden,Grass trees (formerly called black boys) in the Arid Garden,-38.1287801,145.26951639
3983,3983,352,Gibson Hill,View from the top of Gibson Hill across the Red Sand Garden back to the Visitor Centre,-38.12834766,145.26940654
3984,3984,352,Weird & Wonderful Garden,Weird & Wonderful Garden,-38.12835139,145.26916859
3985,3985,352,Gondwana Garden,Gondwana Garden,-38.12788185,145.26861773
3986,3986,352,Casuarina Grove to Seaside Garden,Casuarina Grove to Seaside Garden,-38.12835872,145.26889885
3987,3987,352,Melaleuca Spits ,Melaleuca Spits looking back to the Waterhole Bridge,-38.12772159,145.27176381
3988,3988,352,Howson Hill overlooking River Bend,Howson Hill overlooking River Bend,-38.12811129,145.27265329
3989,3989,352,River Bend,River Bend,-38.12845639,145.27266845
3990,3990,352,Water Saving Garden,Water Saving Garden,-38.12915445,145.27207052
3991,3991,352,Diversity Garden,Diversity Garden,-38.12940094,145.27176687
3992,3992,353,Giddy up,"It’s not uncommon to meet horse riders on the track as well as dog walkers, joggers and keen birdwatchers.",-38.06203176,146.62310493
3993,3993,353,Walk through the wetland,"Important to the Gunaikurnai nation for their basket-weaving properties is a wetlands mix of reeds, the home of numerous birds, frogs, insects and reptiles.",-38.06281659,146.62171447
3994,3994,353,Historic railway,"A key piece of infrastructure for the region was the introduction of the railway, signs of which are still evident on the rail trail.",-38.06271016,146.62210286
3995,3995,353,Ned Stringer Memorial,"In honour of the first European settler to find gold in what is now called Stringers Creek, this discovery is credited with starting the Walhalla goldrush.",-38.06024168,146.62614116
3996,3996,353,Rose Garden,"In bloom, this is a superb spot to close your eyes and breathe in the perfume of roses as you reflect on Toongabbie’s history.",-38.0597581,146.62503344
3997,3997,353,St David's Uniting Church,A beautifully cared-for 1895 building that features 13 different pressed metal designs on its internal walls is a great place for taking your breath away.,-38.05836073,146.62498033
3998,3998,353,Plenty of play space,The historic primary school has several areas dedicated to play time as well as an interpretative shelter that provides a historic map of the township.,-38.05704191,146.62516648
3999,3999,353,What a grand stand,"Constructed in celebration of the federation of Australia, this beautiful building on the Village Green is still used for sporting events and is adjunct to an excellent BBQ and picnic facility.",-38.05883473,146.62242311
4000,4000,353,General Store,"The General Store not only provides delicious food but has a collection of historic wagons and other farm machinery, as well as a wonderful place to picnic under the trees.",-38.05966125,146.62414777
4001,4001,354, Bridge takes you to Geelong Baseball Centre,Continue straight here,-38.19773127,144.32457454
4002,4002,354,Cobbin Farm Chapel,lovely old chapel and gardens,-38.1925012,144.33083784
4003,4003,354,Take the track on far side of chapel ,Track on far side of chapel will loop back across the creek on the other side,-38.19242597,144.32967466
4004,4004,354,Track crosses back over the creek,Cross the creek here,-38.19243976,144.32944543
4005,4005,354,creek close-up,"native vegetation lines the creek
",-38.19342662,144.32962605
4006,4006,354,beautiful section of the creek,"This section is particularly pretty, eg. this Eucalyptus tree with beautiful big spiky seed pods!",-38.19360904,144.32922512
4007,4007,355,Norman Beach,"Well hidden by the healthy coastal flora, the Tidal River campground is at the far end of Norman Beach.",-39.04251955,146.32553101
4008,4008,355,Coastline View,"Leaving Norman Bay, the track hugs the coastline, providing views across Bass Strait to the horizon.",-39.04678584,146.32312775
4009,4009,355,Little Oberon Bay,Around the first headland is this sparkling view of the second beach on this walk. ,-39.04958546,146.3277626
4010,4010,355,Little Oberon Bay,"After leaving the beach, the walk continues along the coast on a compacted sandy track.",-39.05518436,146.33583069
4011,4011,355, Oberon Bay,"Around the next headland, more beauty awaits. The campground is at the far end of this beach.",-39.07074563,146.34334087
4012,4012,355,Orange rocks ,Xanthoria Parietina (Common Orange Lichen) give the granite boulders their distinctive colour. There is a shallow flowing river to cross here. ,-39.07117877,146.34402752
4013,4013,355,The track,"The track varies with the landscape, sometimes narrow, sometimes wide, sometimes flat and sandy, sometimes steep and rocky! ",-39.07351098,146.34776115
4014,4014,355,Granite boulders,A cluster of enormous boulders perched at the top of this peak. Imagine how old they are!,-39.0753767,146.37900352
4015,4015,355,View of Little Waterloo Bay,A breathtaking view of the East coast of the Prom.,-39.0735443,146.42080307
4016,4016,355,Boardwalk Track,Descending the sand dunes and over the swamps. Keep your feet dry thanks to the many boardwalk sections.,-39.06769696,146.42903209
4017,4017,355, Track to Little Waterloo Bay Beach,"Love this part of the track, but can get a bit windy sometimes.",-39.06511465,146.43009424
4018,4018,355,Little Waterloo Bay,"Yes, its a gorgeous bay!",-39.06561446,146.43127441
4019,4019,355,Little Waterloo Bay,At the southern end of the beach is this fresh water but it's not suitable for drinking.,-39.06754702,146.42992258
4020,4020,355,Tiger Snake ,"The Prom does have a lot of snakes, and if you're lucky you might get to see one or two.",-39.06464815,146.43259406
4021,4021,355,Refuge Cove Campsite,You are here!,-39.04265287,146.46470547
4022,4022,356,Eltham Station underpass,Cross the tracks by going under the gloomy underpass. ,-37.71254632,145.14827491
4023,4023,356,The ugly car park,Don't be put off by the ugly car park and watch out crossing the road!,-37.71233054,145.14775662
4024,4024,356,The path ,"Walk along Diamond St until you get to the path (gate in the fence), then you are set.",-37.71249281,145.14600824
4025,4025,356,Eltham Central Park,"If it's winter, you might even get the chance to stop and watch some local footy.",-37.71557309,145.14427845
4026,4026,356,Eltham Trestle Bridge,"The bridge was built in 1901 and is one of the last remaining on the Melbounre train network, it's a beauty!",-37.71628308,145.14432938
4027,4027,356,The Diamond Creek,"The path snakes around the Diamond Creek (if you are very lucky, you might see a snake in summer).",-37.71825969,145.14419443
4028,4028,356,The Gate,"I love this gate. Why is it there, what lies behind, does anyone know?",-37.72441945,145.14476774
